locus_tag	ftype	length_bp	gene	EC_number	COG	product
1617.00_02835	CDS	981	alsC_1		COG1172	D-allose transport system permease protein AlsC
1617.00_02836	CDS	1533	rbsA_1	3.6.3.17	COG1129	Ribose import ATP-binding protein RbsA
1617.00_02837	CDS	936	alsB		COG1879	D-allose-binding periplasmic protein
	sig_peptide	72				putative signal peptide
1617.00_02838	CDS	891	rpiR		COG1737	HTH-type transcriptional regulator RpiR
1617.00_02839	CDS	450	rpiB	5.3.1.6	COG0698	Ribose-5-phosphate isomerase B
1617.00_02840	CDS	330				hypothetical protein
	sig_peptide	69				putative signal peptide
1617.00_02841	CDS	759	phnP	3.1.4.55	COG1235	Phosphoribosyl 1,2-cyclic phosphate phosphodiesterase
1617.00_02842	CDS	435	phnO	2.3.1.-		Aminoalkylphosphonate N-acetyltransferase
1617.00_02843	CDS	558	phnN	2.7.4.23	COG3709	Ribose 1,5-bisphosphate phosphokinase PhnN
1617.00_02844	CDS	1137	phnM	3.6.1.63	COG3454	Alpha-D-ribose 1-methylphosphonate 5-triphosphate diphosphatase
1617.00_02845	CDS	681	phnL	2.7.8.37	COG4778	Alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnL
1617.00_02846	CDS	759	phnK		COG4107	Putative phosphonates utilization ATP-binding protein PhnK
1617.00_02847	CDS	846	phnJ	4.7.1.1	COG3627	Alpha-D-ribose 1-methylphosphonate 5-phosphate C-P lyase
1617.00_02848	CDS	1065	phnI	2.7.8.37	COG3626	Alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnI
1617.00_02849	CDS	585	phnH	2.7.8.37	COG3625	Alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnH
1617.00_02850	CDS	453	phnG	2.7.8.37	COG3624	Alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnG
1617.00_02851	CDS	726	phnF		COG2188	putative transcriptional regulator PhnF
1617.00_02852	CDS	780	phnE		COG3639	Phosphate-import permease protein PhnE
1617.00_02853	CDS	1017				hypothetical protein
	sig_peptide	81				putative signal peptide
1617.00_02854	CDS	789	phnC	3.6.3.27	COG3638	Phosphate-import ATP-binding protein PhnC
1617.00_02855	CDS	444				hypothetical protein
1617.00_02856	CDS	336				hypothetical protein
1617.00_02857	CDS	2229	crfC		COG0699	Clamp-binding protein CrfC
1617.00_02858	CDS	879				hypothetical protein
1617.00_02859	CDS	1503	proP_2			Proline/betaine transporter
1617.00_02860	CDS	90				hypothetical protein
1617.00_02861	CDS	1101	basS	2.7.13.3		Sensor protein BasS
1617.00_02862	CDS	669	basR			Transcriptional regulatory protein BasR
1617.00_02863	CDS	1644	eptA	2.7.-.-	COG2194	Phosphoethanolamine transferase EptA
1617.00_02864	CDS	1338	adiC		COG0531	Arginine/agmatine antiporter
1617.00_02865	CDS	762	gadX_1			HTH-type transcriptional regulator GadX
1617.00_02866	CDS	2271	adiA	4.1.1.19	COG1982	Biodegradative arginine decarboxylase
1617.00_02867	CDS	909	melR			Melibiose operon regulatory protein
1617.00_02868	CDS	1356	melA	3.2.1.22	COG1486	Alpha-galactosidase
1617.00_02869	CDS	1410	melB		COG2211	Melibiose carrier protein
1617.00_02870	CDS	630	yjdF		COG3647	Inner membrane protein YjdF
1617.00_02871	CDS	1647	fumB	4.2.1.2	COG1838	Fumarate hydratase class I, anaerobic
1617.00_02872	CDS	1341	dcuB		COG2704	Anaerobic C4-dicarboxylate transporter DcuB
1617.00_02873	CDS	720	dcuR		COG4565	Transcriptional regulatory protein DcuR
1617.00_02874	CDS	1632	dcuS	2.7.13.3	COG3290	Sensor histidine kinase DcuS
1617.00_02875	CDS	231				hypothetical protein
1617.00_02876	CDS	273	yjdJ		COG2388	putative protein YjdJ
1617.00_02877	CDS	297	ghoS	3.1.-.-		Endoribonuclease antitoxin GhoS
1617.00_02878	CDS	174	ghoT			Toxin GhoT
1617.00_02879	CDS	1518	lysU	6.1.1.6	COG1190	Lysine--tRNA ligase, heat inducible
1617.00_02880	CDS	1458	dtpC		COG3104	Dipeptide and tripeptide permease C
1617.00_02881	CDS	2148	cadA	4.1.1.18	COG1982	Inducible lysine decarboxylase
1617.00_02882	CDS	1335	cadB		COG0531	putative cadaverine/lysine antiporter
1617.00_02883	CDS	1539	cadC		COG3710	Transcriptional activator CadC
1617.00_02884	tRNA	76				tRNA-Phe(gaa)
1617.00_02885	CDS	576				hypothetical protein
1617.00_02886	CDS	1698	dsbD	1.8.1.8	COG4232	Thiol:disulfide interchange protein DsbD
	sig_peptide	60				putative signal peptide
1617.00_02887	CDS	339	cutA		COG1324	Divalent-cation tolerance protein CutA
1617.00_02888	CDS	1302	dcuA		COG2704	Anaerobic C4-dicarboxylate transporter DcuA
1617.00_02889	CDS	1437	aspA	4.3.1.1	COG1027	Aspartate ammonia-lyase
1617.00_02890	CDS	477				hypothetical protein
1617.00_02891	CDS	1188	yjeH		COG0531	L-methionine/branched-chain amino acid exporter YjeH
1617.00_02892	CDS	294	groS		COG0234	10 kDa chaperonin
1617.00_02893	CDS	1647	groL			60 kDa chaperonin
1617.00_02894	CDS	354				hypothetical protein
	sig_peptide	84				putative signal peptide
1617.00_02895	CDS	870				hypothetical protein
1617.00_02896	CDS	1029	epmB	5.4.3.-	COG1509	L-lysine 2,3-aminomutase
1617.00_02897	CDS	567	efp		COG0231	Elongation factor P
1617.00_02898	CDS	126				hypothetical protein
	sig_peptide	69				putative signal peptide
1617.00_02899	CDS	147				hypothetical protein
	sig_peptide	66				putative signal peptide
1617.00_02900	CDS	318	sugE		COG2076	Quaternary ammonium compound-resistance protein SugE
1617.00_02901	CDS	534	blc_2		COG3040	Outer membrane lipoprotein Blc
	sig_peptide	57				putative signal peptide
1617.00_02902	CDS	1134	ampC	3.5.2.6	COG1680	Beta-lactamase
	sig_peptide	60				putative signal peptide
1617.00_02903	CDS	360	frdD		COG3080	Fumarate reductase subunit D
1617.00_02904	CDS	396	frdC		COG3029	Fumarate reductase subunit C
1617.00_02905	CDS	735	frdB	1.3.5.1	COG0479	Fumarate reductase iron-sulfur subunit
1617.00_02906	CDS	1809	frdA	1.3.5.4	COG1053	Fumarate reductase flavoprotein subunit
1617.00_02907	CDS	978	epmA	6.3.1.-	COG2269	Elongation factor P--(R)-beta-lysine ligase
1617.00_02908	CDS	1458	yjeM			Inner membrane transporter YjeM
1617.00_02909	CDS	315	yjeO			Inner membrane protein YjeO
1617.00_02910	CDS	3324	mscM		COG3264	Miniconductance mechanosensitive channel MscM
	sig_peptide	60				putative signal peptide
1617.00_02911	CDS	969	psd	4.1.1.65	COG0688	Phosphatidylserine decarboxylase proenzyme
1617.00_02912	CDS	1053	rsgA	3.6.1.-	COG1162	Small ribosomal subunit biogenesis GTPase RsgA
1617.00_02913	CDS	546	orn	3.1.-.-	COG1949	Oligoribonuclease
1617.00_02914	tRNA	76				tRNA-Gly(gcc)
1617.00_02915	tRNA	76				tRNA-Gly(gcc)
1617.00_02916	tRNA	76				tRNA-Gly(gcc)
1617.00_02917	CDS	1140	queG	1.17.99.6	COG1600	Epoxyqueuosine reductase
1617.00_02918	CDS	1533	nnr		COG0062	Bifunctional NAD(P)H-hydrate repair enzyme Nnr
1617.00_02919	CDS	462	tsaE		COG0802	tRNA threonylcarbamoyladenosine biosynthesis protein TsaE
1617.00_02920	CDS	1338	amiB	3.5.1.28	COG0860	N-acetylmuramoyl-L-alanine amidase AmiB
	sig_peptide	69				putative signal peptide
1617.00_02921	CDS	1848	mutL		COG0323	DNA mismatch repair protein MutL
1617.00_02922	CDS	951	miaA	2.5.1.75	COG0324	tRNA dimethylallyltransferase
1617.00_02923	CDS	309	hfq		COG1923	RNA-binding protein Hfq
1617.00_02924	CDS	1281	hflX		COG2262	GTPase HflX
1617.00_02925	CDS	1260	hflK		COG0330	Modulator of FtsH protease HflK
1617.00_02926	CDS	1005	hflC_2		COG0330	Modulator of FtsH protease HflC
1617.00_02927	CDS	198				hypothetical protein
1617.00_02928	CDS	1299	purA	6.3.4.4	COG0104	Adenylosuccinate synthetase
1617.00_02929	CDS	426	nsrR		COG1959	HTH-type transcriptional repressor NsrR
1617.00_02930	CDS	2442	rnr	3.1.13.1	COG0557	Ribonuclease R
1617.00_02931	CDS	732	rlmB	2.1.1.185	COG0566	23S rRNA (guanosine-2'-O-)-methyltransferase RlmB
1617.00_02932	CDS	402				hypothetical protein
1617.00_02933	CDS	699				hypothetical protein
1617.00_02934	CDS	660				hypothetical protein
1617.00_02935	CDS	399				hypothetical protein
1617.00_02936	CDS	639				hypothetical protein
1617.00_02937	CDS	1164	yjfC	6.3.1.-	COG0754	Putative acid--amine ligase YjfC
1617.00_02938	CDS	1626	aidB	1.3.99.-	COG1960	Putative acyl-CoA dehydrogenase AidB
1617.00_02939	CDS	276				hypothetical protein
1617.00_02940	CDS	330	bsmA			Lipoprotein BsmA
	sig_peptide	90				putative signal peptide
1617.00_02941	CDS	750				hypothetical protein
1617.00_02942	CDS	756	ulaR		COG1349	HTH-type transcriptional regulator UlaR
1617.00_02943	CDS	1065	ulaG	3.1.1.-	COG2220	putative L-ascorbate-6-phosphate lactonase UlaG
1617.00_02944	CDS	1398	ulaA		COG3037	Ascorbate-specific PTS system EIIC component
1617.00_02945	CDS	306	ulaB	2.7.1.194	COG3414	Ascorbate-specific PTS system EIIB component
1617.00_02946	CDS	465	ulaC		COG1762	Ascorbate-specific PTS system EIIA component
1617.00_02947	CDS	651	ulaD	4.1.1.85	COG0269	3-keto-L-gulonate-6-phosphate decarboxylase UlaD
1617.00_02948	CDS	855	ulaE_1	5.1.3.22	COG3623	L-ribulose-5-phosphate 3-epimerase UlaE
1617.00_02949	CDS	687	ulaF	5.1.3.4	COG0235	L-ribulose-5-phosphate 4-epimerase UlaF
1617.00_02950	CDS	276				hypothetical protein
	sig_peptide	63				putative signal peptide
1617.00_02951	CDS	396	rpsF		COG0360	30S ribosomal protein S6
1617.00_02952	CDS	315	priB		COG2965	Primosomal replication protein N
1617.00_02953	CDS	228	rpsR		COG0238	30S ribosomal protein S18
1617.00_02954	CDS	450	rplI		COG0359	50S ribosomal protein L9
1617.00_02955	CDS	795				hypothetical protein
1617.00_02956	CDS	261				hypothetical protein
1617.00_02957	CDS	3051	upaG			Autotransporter adhesin UpaG
1617.00_02958	CDS	1656	lldP		COG1620	L-lactate permease
1617.00_02959	CDS	777	lldR_2		COG2186	Putative L-lactate dehydrogenase operon regulatory protein
1617.00_02960	CDS	1191	lldD	1.1.-.-	COG1304	L-lactate dehydrogenase
1617.00_02961	CDS	474	trmL	2.1.1.207	COG0219	tRNA (cytidine(34)-2'-O)-methyltransferase
1617.00_02962	CDS	822	cysE_2	2.3.1.30	COG1045	Serine acetyltransferase
1617.00_02963	CDS	1020	gpsA	1.1.1.94	COG0240	Glycerol-3-phosphate dehydrogenase [NAD(P)+]
1617.00_02964	CDS	468	secB		COG1952	Protein-export protein SecB
1617.00_02965	CDS	252	grxC		COG0695	Glutaredoxin 3
1617.00_02966	CDS	432	yibN		COG0607	putative protein YibN
1617.00_02967	CDS	1545	gpmI	5.4.2.12	COG0696	2,3-bisphosphoglycerate-independent phosphoglycerate mutase
1617.00_02968	CDS	1260	envC		COG4942	Murein hydrolase activator EnvC
	sig_peptide	105				putative signal peptide
1617.00_02969	CDS	960			COG2861	putative protein
	sig_peptide	72				putative signal peptide
1617.00_02970	CDS	1035	arnC_2	2.4.2.53		Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase
1617.00_02971	CDS	1026	tdh_4	1.1.1.103	COG1063	L-threonine 3-dehydrogenase
1617.00_02972	CDS	1197	kbl	2.3.1.29	COG0156	2-amino-3-ketobutyrate coenzyme A ligase
1617.00_02973	CDS	933	hldD	5.1.3.20	COG0451	ADP-L-glycero-D-manno-heptose-6-epimerase
1617.00_02974	CDS	1047	rfaF	2.-.-.-	COG0859	ADP-heptose--LPS heptosyltransferase 2
1617.00_02975	CDS	960	rfaC	2.-.-.-	COG0859	Lipopolysaccharide heptosyltransferase 1
1617.00_02976	CDS	1254	rfaL			O-antigen ligase
1617.00_02977	CDS	774				hypothetical protein
1617.00_02978	CDS	1029	gspA		COG1442	General stress protein A
1617.00_02979	CDS	693	rfaY	2.7.1.-		Lipopolysaccharide core heptose(II) kinase RfaY
1617.00_02980	CDS	996				hypothetical protein
1617.00_02981	CDS	1017				hypothetical protein
1617.00_02982	CDS	798	rfaP	2.7.1.-		Lipopolysaccharide core heptose(I) kinase RfaP
1617.00_02983	CDS	1125	rfaG	2.4.-.-		Lipopolysaccharide core biosynthesis protein RfaG
1617.00_02984	CDS	1059	rfaQ	2.-.-.-	COG0859	Lipopolysaccharide core heptosyltransferase RfaQ
1617.00_02985	CDS	1278	waaA	2.4.99.12	COG1519	3-deoxy-D-manno-octulosonic acid transferase
1617.00_02986	CDS	480	coaD	2.7.7.3	COG0669	Phosphopantetheine adenylyltransferase
1617.00_02987	CDS	810	mutM	3.2.2.23	COG0266	Formamidopyrimidine-DNA glycosylase
1617.00_02988	CDS	168	rpmG		COG0267	50S ribosomal protein L33
1617.00_02989	CDS	237	rpmB		COG0227	50S ribosomal protein L28
1617.00_02990	CDS	669				hypothetical protein
1617.00_02991	CDS	1221	coaBC		COG0452	Coenzyme A biosynthesis bifunctional protein CoaBC
1617.00_02992	CDS	459	dut	3.6.1.23	COG0756	Deoxyuridine 5'-triphosphate nucleotidohydrolase
1617.00_02993	CDS	597	slmA			Nucleoid occlusion factor SlmA
1617.00_02994	CDS	642	pyrE	2.4.2.10	COG0461	Orotate phosphoribosyltransferase
1617.00_02995	CDS	717	rph	2.7.7.56		Ribonuclease PH
1617.00_02996	CDS	864				hypothetical protein
1617.00_02997	CDS	825				hypothetical protein
1617.00_02998	CDS	618				hypothetical protein
1617.00_02999	CDS	1353	ligB	6.5.1.2	COG0272	DNA ligase B
	sig_peptide	63				putative signal peptide
1617.00_03000	CDS	624	gmk	2.7.4.8	COG0194	Guanylate kinase
1617.00_03001	CDS	276	rpoZ	2.7.7.6		DNA-directed RNA polymerase subunit omega
1617.00_03002	CDS	2109	spoT		COG0317	Bifunctional (p)ppGpp synthase/hydrolase SpoT
1617.00_03003	CDS	690	trmH	2.1.1.34	COG0566	tRNA (guanosine(18)-2'-O)-methyltransferase
1617.00_03004	CDS	2082	recG	3.6.4.12	COG1200	ATP-dependent DNA helicase RecG
1617.00_03005	CDS	1206	gltS		COG0786	Sodium/glutamate symporter
1617.00_03006	CDS	1392	xanP		COG2233	Xanthine permease XanP
1617.00_03007	CDS	1710				hypothetical protein
1617.00_03008	CDS	681				hypothetical protein
1617.00_03009	CDS	933	mak_1	2.7.1.4	COG1940	Fructokinase
1617.00_03010	CDS	861	fbaA_3	4.1.2.13	COG0191	putative fructose-bisphosphate aldolase
1617.00_03011	CDS	852	kbaY_2	4.1.2.40	COG0191	D-tagatose-1,6-bisphosphate aldolase subunit KbaY
1617.00_03012	CDS	1092	fruA_2		COG1299	PTS system fructose-specific EIIB'BC component
1617.00_03013	CDS	315	manP_1		COG1299	PTS system mannose-specific EIIBCA component
1617.00_03014	CDS	471	fruA_3		COG1299	PTS system fructose-specific EIIABC component
1617.00_03015	CDS	1554	manR		COG1762	Transcriptional regulator ManR
1617.00_03016	CDS	2319	yicI	3.2.1.177	COG1501	Alpha-xylosidase
1617.00_03017	CDS	1383	yicJ_1		COG2211	Inner membrane symporter YicJ
1617.00_03018	tRNA	95				tRNA-SeC(tca)
1617.00_03019	CDS	1185	setC			Sugar efflux transporter C
1617.00_03020	CDS	924	yicL		COG0697	putative inner membrane transporter YicL
1617.00_03021	CDS	819	nlpA		COG1464	Lipoprotein 28
	sig_peptide	69				putative signal peptide
1617.00_03022	CDS	294				hypothetical protein
	sig_peptide	66				putative signal peptide
1617.00_03023	CDS	498	sicA_1		COG0457	Chaperone protein SicA
1617.00_03024	CDS	183				hypothetical protein
1617.00_03025	CDS	1782	ipaB			Invasin IpaB
1617.00_03026	CDS	1131				hypothetical protein
1617.00_03027	CDS	1350				hypothetical protein
1617.00_03028	CDS	1698	hilA_1		COG0457	Transcriptional regulator HilA
1617.00_03029	CDS	10548				hypothetical protein
1617.00_03030	CDS	1317	nepI_1		COG2814	Purine ribonucleoside efflux pump NepI
1617.00_03031	CDS	360				hypothetical protein
1617.00_03032	CDS	324				hypothetical protein
1617.00_03033	CDS	453				hypothetical protein
1617.00_03034	CDS	1335	adeQ		COG2252	Adenine permease AdeQ
1617.00_03035	CDS	1767	ade	3.5.4.2	COG1001	Adenine deaminase
1617.00_03036	CDS	459				IS200/IS605 family transposase IS200C
1617.00_03037	CDS	1392	uhpT		COG2271	Hexose-6-phosphate:phosphate antiporter
1617.00_03038	CDS	1320	uhpC		COG2271	Membrane sensor protein UhpC
1617.00_03039	CDS	1503	uhpB	2.7.13.3		Signal transduction histidine-protein kinase/phosphatase UhpB
1617.00_03040	CDS	591	uhpA		COG2197	Transcriptional regulatory protein UhpA
1617.00_03041	CDS	1464				hypothetical protein
1617.00_03042	CDS	1296				hypothetical protein
1617.00_03043	CDS	291	ilvN	2.2.1.6	COG0440	Acetolactate synthase isozyme 1 small subunit
1617.00_03044	CDS	1689	ilvB	2.2.1.6	COG0028	Acetolactate synthase isozyme 1 large subunit
1617.00_03045	CDS	90	tisB			Small toxic protein TisB
1617.00_03046	CDS	1185	emrD			Multidrug resistance protein D
1617.00_03047	CDS	498				hypothetical protein
1617.00_03048	CDS	363	yidG			Inner membrane protein YidG
1617.00_03049	CDS	348	yidH		COG2149	Inner membrane protein YidH
1617.00_03050	CDS	1494	betC	3.1.6.6	COG3119	Choline-sulfatase
1617.00_03051	CDS	1716	yidK		COG4146	putative symporter YidK
1617.00_03052	CDS	894	rhaR_4			HTH-type transcriptional activator RhaR
1617.00_03053	CDS	1323	aglB	3.2.1.122	COG1486	6-phospho-alpha-glucosidase
1617.00_03054	CDS	1617	malP_1		COG1263	PTS system maltose-specific EIICB component
1617.00_03055	CDS	717	mngR_2		COG2188	Mannosyl-D-glycerate transport/metabolism system repressor MngR
1617.00_03056	CDS	1662	aspT_2			Aspartate/alanine antiporter
1617.00_03057	CDS	429	ibpB		COG0071	Small heat shock protein IbpB
1617.00_03058	CDS	414	ibpA		COG0071	Small heat shock protein IbpA
1617.00_03059	CDS	261				hypothetical protein
1617.00_03060	CDS	1215				hypothetical protein
1617.00_03061	CDS	1101	cbrA		COG0644	Protein CbrA
1617.00_03062	CDS	1293	dgoT			D-galactonate transporter
1617.00_03063	CDS	1149	dgoD	4.2.1.6	COG4948	D-galactonate dehydratase
1617.00_03064	CDS	618	dgoA	4.1.2.21	COG0800	2-dehydro-3-deoxy-6-phosphogalactonate aldolase
1617.00_03065	CDS	879	dgoK1	2.7.1.58	COG3734	putative 2-dehydro-3-deoxygalactonokinase DgoK1
1617.00_03066	CDS	690	lutR		COG2186	HTH-type transcriptional regulator LutR
1617.00_03067	CDS	657				hypothetical protein
	sig_peptide	120				putative signal peptide
1617.00_03068	CDS	813	yidA	3.1.3.23	COG0561	Sugar phosphatase YidA
1617.00_03069	CDS	399				hypothetical protein
1617.00_03070	CDS	2415	gyrB	5.99.1.3	COG0187	DNA gyrase subunit B
1617.00_03071	CDS	1074	recF_2		COG1195	DNA replication and repair protein RecF
1617.00_03072	CDS	1101	dnaN		COG0592	Beta sliding clamp
1617.00_03073	CDS	1404	dnaA		COG0593	Chromosomal replication initiator protein DnaA
1617.00_03074	CDS	141	rpmH		COG0230	50S ribosomal protein L34
1617.00_03075	CDS	327	rnpA	3.1.26.5	COG0594	Ribonuclease P protein component
1617.00_03076	CDS	1647	yidC			Membrane protein insertase YidC
1617.00_03077	CDS	1365	mnmE	3.6.-.-	COG0486	tRNA modification GTPase MnmE
1617.00_03078	CDS	2169				hypothetical protein
1617.00_03079	CDS	1416	tnaA	4.1.99.1	COG3033	Tryptophanase
1617.00_03080	CDS	1248	tnaB		COG0814	Low affinity tryptophan permease
1617.00_03081	CDS	1176	mdtL			Multidrug resistance protein MdtL
1617.00_03082	CDS	960	yidZ			HTH-type transcriptional regulator YidZ
1617.00_03083	CDS	750				hypothetical protein
1617.00_03084	CDS	567	chrR	1.6.5.2	COG0431	Quinone reductase
1617.00_03085	CDS	1338	adeP		COG2252	Adenine permease AdeP
1617.00_03086	CDS	666	yieH	3.1.3.-	COG0637	6-phosphogluconate phosphatase
1617.00_03087	CDS	2409				hypothetical protein
1617.00_03088	CDS	1188				hypothetical protein
1617.00_03089	CDS	2499				hypothetical protein
1617.00_03090	CDS	726	phoU		COG0704	Phosphate-specific transport system accessory protein PhoU
1617.00_03091	CDS	774	pstB	3.6.3.27	COG1117	Phosphate import ATP-binding protein PstB
1617.00_03092	CDS	891	pstA		COG0581	Phosphate transport system permease protein PstA
1617.00_03093	CDS	960	pstC		COG0573	Phosphate transport system permease protein PstC
1617.00_03094	CDS	1041	pstS		COG0226	Phosphate-binding protein PstS
	sig_peptide	78				putative signal peptide
1617.00_03095	CDS	1830	glmS_2	2.6.1.16	COG0449	Glutamine--fructose-6-phosphate aminotransferase [isomerizing]
1617.00_03096	CDS	1371	glmU_1		COG1207	Bifunctional protein GlmU
1617.00_03097	CDS	420	atpC		COG0355	ATP synthase epsilon chain
1617.00_03098	CDS	1383	atpD	3.6.3.14	COG0055	ATP synthase subunit beta
1617.00_03099	CDS	864	atpG		COG0224	ATP synthase gamma chain
1617.00_03100	CDS	1542	atpA	3.6.3.14	COG0056	ATP synthase subunit alpha
1617.00_03101	CDS	534	atpH		COG0712	ATP synthase subunit delta
1617.00_03102	CDS	471	atpF		COG0711	ATP synthase subunit b
1617.00_03103	CDS	240	atpE		COG0636	ATP synthase subunit c
1617.00_03104	CDS	816	atpB		COG0356	ATP synthase subunit a
1617.00_03105	CDS	381	atpI		COG3312	ATP synthase protein I
1617.00_03106	CDS	624	rsmG	2.1.1.170	COG0357	Ribosomal RNA small subunit methyltransferase G
1617.00_03107	CDS	1890	mnmG		COG0445	tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG
1617.00_03108	CDS	444	mioC		COG0716	Protein MioC
1617.00_03109	CDS	459	asnC		COG1522	Regulatory protein AsnC
1617.00_03110	CDS	993	asnA	6.3.1.1	COG2502	Aspartate--ammonia ligase
1617.00_03111	CDS	1452	viaA		COG2425	Protein ViaA
1617.00_03112	CDS	1497	ravA	3.6.3.-	COG0714	ATPase RavA
1617.00_03113	CDS	1869	kup			Low affinity potassium transport system protein kup
1617.00_03114	CDS	420	rbsD	5.4.99.62	COG1869	D-ribose pyranase
